_id,PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
684,Emirgan Sahil 7,Emirgan Sahi,YOL ÜSTÜ,YOL ÜSTÜ,15,08:00-00:00,SARIYER,29.0575767708468007,41.1070443369881033
685,Reşitapaşa Caddesi 11,Reşitpaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:30-17:30,AVCILAR,28.7152270465457988,40.9811745900338025
686,Divan Önü 2,Bebek Arnavutköy Caddes,YOL ÜSTÜ,YOL ÜSTÜ,19,08:00-00:00,BEŞİKTAŞ,29.0569322875040008,41.0843327967143992
687,Cevizli Açık Otoparkı,Cevizli Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,07:00-20:00,KARTAL,29.1711486846135983,40.9179174281845022
688,Başakşehir Metro P+R,Başakşehir Metro P+,AÇIK OTOPARK,AÇIK OTOPARK,125,07:00-18:00,BAŞAKŞEHİR,28.8009291052705017,41.1073715702680005
689,Üsküdar Ünalan Açık P+R,Üsküdar Ünalan Açık P+,AÇIK OTOPARK,AÇIK OTOPARK,180,06:30-19:00,ÜSKÜDAR,29.058794778934999,40.9983481796528011
690,Maçka Açık Otoparkı,Maçka Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,110,08:00-20:00,ŞİŞLİ,28.9910309360562017,41.0458173019960029
691,Belgrad Ormanı Kurt Kemeri Girişi Otoparkı,Belgrad Ormanı Kurt Kemeri Girişi Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,06:00-00:00,EYÜP,28.9196677863534006,41.1967928344883987
692,Şişli Rumeli Caddesi Metro Yanı 1,Şişli Rumeli Caddesi Metro Yan,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-00:00,ŞİŞLİ,28.9870563332588986,41.0537351622191977
693,Belgrad Ormanı Kurt Kemeri Girişi Otoparkı,Belgrad Ormanı Kurt Kemeri Girişi Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,06:00-00:00,EYÜP,28.9205176741652998,41.1970264007371014
694,Pendik Yenişehir Mustafa Akyol Sokak 2,Pendik Yenişehir Mustafa Akyol Soka,YOL ÜSTÜ,YOL ÜSTÜ,115,08:00-19:00,PENDİK,29.3079115329346997,40.9270358315771006
695,Halkalı Mahallesi Zemin Altı Otoparkı,Halkalı Mahallesi  Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,347,24 Saat,KÜÇÜKÇEKMECE,28.7848154047482012,41.0358298706200983
696,Bülent Ecevit Kültür Merkezi Açık Otoparkı,Bülent Ecevit Kültür Merkezi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,277,09:00-19:00,KARTAL,29.1970078361443015,40.8854464636483002
697,Yamanevler P+R Açık Otoparkı,Yamanevler P+R Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,08:00-19:00,ÜMRANİYE,29.1056718520820006,41.0260683915104991
698,Pendik Sahil Engelliler Merkez Önü,Pendik Sahil Engelliler Merkez Ön,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,PENDİK,29.2330900330923988,40.8733684846933016
699,Miniatürk Çadır Açık Otoparkı,Miniatürk Çadır Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,250,24 Saat,BEYOĞLU,28.9502120388312996,41.0587435307513005
700,Gedikpaşa Açık Otoparkı,Gedikpaşa Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,175,24 Saat,FATİH,28.9637096267093987,41.0073123357648015
701,Bayrampaşa Altıntepsi Zemin  Altı Otoparkı,Bayrampaşa Altıntepsi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,110,24 Saat,BAYRAMPAŞA,28.9067464587186009,41.0382110158252971
702,Ümraniye Toya Sokak 2,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1150975405449017,41.0261305145799966
703,Ümraniye Toya Sokak 3,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1151310681575985,41.0260849861270032
704,Ümraniye Okan Sokak Zeminaltı Otoparkı,Ümraniye  Okan Sokak Zeminaltı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,125,24 Saat,ÜMRANİYE,29.0911258695496997,41.0287783376959965
705,Cemal Kamacı Spor Kompleksi Zemin Altı Otoparkı,Cemal Kamacı Spor Kompleksi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,510,24 Saat,KAĞITHANE,28.9586859011259001,41.0537869010329004
706,İcadiye Açık Otoparkı,İcadiye Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,135,07:00-18:00,ÜSKÜDAR,29.0427961631656011,41.0248455789953965
707,Çekmeköy Mimar Sinan Caddesi 3,Çekmeköy Mimar Sinan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,ÇEKMEKÖY,29.1763980638422993,41.0327008263969972
708,Kalamış Parkı Yol Üstü 2,Kalamış Parkı Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,KADIKÖY,29.036449671343501,40.9692532913463978
