_id,PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
293,Avcılar Meydanı Açık Otoparkı,Avcılar Meydan Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,600,24 Saat,AVCILAR,28.7216091156006001,40.9838181713150007
294,Kartal Köprüsü Kavşağı P+R,Kartal Köprüsü Kavşağı  P+,AÇIK OTOPARK,AÇIK OTOPARK,135,06:00-17:00,KARTAL,29.2065685987472996,40.9075693128330968
295,Avni Akyol Bulvarı 7,Avni Akyol Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,BAŞAKŞEHİR,28.6854883151754017,41.0700258752129983
296,Fulya Açık Otoparkı,Fulya Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,80,08:00-22:00,BEŞİKTAŞ,28.9998027917819989,41.0564978198988015
297,Haydarpaşa Katlı Otoparkı,Haydarpaşa Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,840,24 Saat,ÜSKÜDAR,29.0254819393157995,41.0050992841806021
298,Üsküdar Belediyesi Yeraltı Otoparkı,Üsküdar Belediyesi Yeraltı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,197,24 Saat,ÜSKÜDAR,29.0193101763724997,41.0206448097112002
299,Bağlarbaşı Katlı Otoparkı,Bağlarbaşı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,130,24 Saat,ÜSKÜDAR,29.0346497297286987,41.0251877577304001
300,Fatih Kütüphane Açık Otoparkı 2,Fatih Kütüphane Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,35,08:00-20:00,FATİH,28.9494129802795008,41.0166835870468987
301,Okan Üniversitesi Zemin Altı Otoparkı,Okan Üniversitesi Hastanesi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,300,07:00-23:00,TUZLA,29.3017601966858017,40.8494139296323979
302,Sultangazi Zemin Altı Otoparkı,Sultangazi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,104,24 Saat,SULTANGAZİ,28.864878961890799,41.0944117859860967
303,Harbiye Cumhuriyet Caddesi Yol Üstü Otoparkı 3,Harbiye Cumhuriyet Caddesi Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ŞİŞLİ,28.9863416359333002,41.0426427651563017
304,Harbiye Cumhuriyet Caddesi Yol Üstü Otoparkı 5,Harbiye Cumhuriyet Caddesi Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,26,08:00-18:00,ŞİŞLİ,28.9863429336571983,41.0430813426175973
305,İspark West İstanbul Marina Açık Otoparkı,İspark West İstanbul Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,1000,24 Saat,BEYLİKDÜZÜ,28.6590609810475989,40.9638856422756987
306,Yalı Açık Otoparkı,Yalı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,85,08:00-21:00,MALTEPE,29.1368757391465003,40.9094402447971035
307,Beyoğlu Örnektepe Zemin Altı Otoparkı,Beyoğlu Örnektepe Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,143,24 Saat,BEYOĞLU,28.9548772866058002,41.054237061922997
308,Bayrampaşa Sebze-Meyve Hali,Bayrampaşa Sebze - Meyve Hal,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,BAYRAMPAŞA,28.8886686112515996,41.0510037149772984
309,A/46 Şirinevler-Kuleli-Başakşehir Minibüs Peronu,A/46 Şirinevler-Kuleli-Başakşehir Minibüs Peron,MİNİBÜS PARK,MİNİBÜS PARK,54,07:00-23:00,BAHÇELİEVLER,28.8469437200643988,40.9920154088386965
310,Albay Faik Sözdener 4,Albay Faik Sözdene,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-23:00,KADIKÖY,29.0214285609932006,40.9873879181811986
311,Pendik Yeni Mahalle Açık Otoparkı,Pendik Yenimahalle Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,80,07:00-17:00,PENDİK,29.2719447612761989,40.8642192362565027
312,Pendik Yenimahalle Yolüstü Otoparkı 2,Pendik Yenimahalle Yolüstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-17:00,PENDİK,29.2723202705383017,40.864000162938197
313,Ataşehir Bulvarı 24,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ATAŞEHİR,29.1276929465593,40.9934481585165997
314,Kadıköy Söğütlüçeşme Açık Otoparkı,Kadıköy Söğütlüçeşme Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,230,24 Saat,KADIKÖY,29.0382224321365001,40.9922164477519004
315,Bayrampaşa Muzaffer Öztekin Zemin altı Otoparkı,Bayrampaşa Muzaffer Öztekin Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,400,24 Saat,BAYRAMPAŞA,28.9066778907358,41.0510382108439984
316,Tamburi Ali Efendi Sokak 2,Tamburi Ali Efend,YOL ÜSTÜ,YOL ÜSTÜ,17,09:00-21:00,BEŞİKTAŞ,29.0308624165627016,41.078591728330899
317,Levent Büyükdere Caddesi 3,Levent Büyükdere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-22:00,BEŞİKTAŞ,29.0147401521700985,41.0756267567518023
318,Levent Büyükdere Caddesi 5,Levent Büyükdere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-22:00,BEŞİKTAŞ,29.0144992705845013,41.0761156949685002
319,Bebek Parkı Önü,Bebek Sahil Yol,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-23:00,BEŞİKTAŞ,29.0567034551943983,41.083249887177999
320,Sultanbeyli Emir Caddesi Zemin Altı Otoparkı,Sultanbeyli Emir Caddesi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,130,07:00-21:00,SULTANBEYLİ,29.2554762151718997,40.971680562089098
321,Arnavutköy Zemin Altı Otoparkı,Arnavutköy Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,700,24 Saat,ARNAVUTKÖY,28.7394691885721016,41.1834616970172007
322,Kadıköy Yeni Salı Pazarı Katlı Otoparkı,Kadıköy Yeni Salı Pazarı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,1350,24 Saat,KADIKÖY,29.0500764411344008,40.997791877689103
323,Bağcılar Yıldıztepe Katlı Otoparkı,Bağcılar Yıldıztepe Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,350,24 Saat,BAĞCILAR,28.8559343388067013,41.0295158384931966
324,15 Temmuz Demokrasi Otogarı,15 Temmuz Demokrasi Otogar,AÇIK OTOPARK,AÇIK OTOPARK,1000,24 Saat,BAYRAMPAŞA,28.8945926849422001,41.0415519754529967
325,Pendik Tavşantepe P+R Açık Otoparkı,Pendik Tavşantepe P+R Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,430,24 Saat,PENDİK,29.2492738658714018,40.8829169687280967
326,Bayrampaşa Atatürk Parkı  Zemin Altı Otoparkı,Bayrampaşa Atatürk Parkı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,442,24 Saat,BAYRAMPAŞA,28.9130913424361005,41.0335973473561992
327,Bağcılar Kent Meydanı Zemin Altı,Bağcılar Kent Meydanı Zemin Alt,KAPALI OTOPARK,KAPALI OTOPARK,1162,24 Saat,BAĞCILAR,-99,-99
328,Bağcılar Kent Meydanı Zemin Altı,Bağcılar Kent Meydanı Zemin Alt,KAPALI OTOPARK,KAPALI OTOPARK,1162,24 Saat,BAĞCILAR,28.8556515123968005,41.0340028757587021
329,Büyükçamlıca Korusu Sosyal Tesisleri Önü,Büyük Çamlıca Korusu Sosyal Tesisleri Ön,AÇIK OTOPARK,AÇIK OTOPARK,230,08:00-00:00,ÜSKÜDAR,29.0695447678260983,41.0267056319965988
330,BüyükÇekmece Metrobüs Durağı Yanı Zemin Altı Otoparkı,Büyükçekmeçe Metrobüs Durağı Yanı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,498,24 Saat,BÜYÜKÇEKMECE,28.6241373573354991,41.0220461669532028
331,Bağcılar Çolakoğlu Zemin Altı Otoparkı,Bağcılar Çolakoğlu Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,106,24 Saat,BAĞCILAR,28.8346857193462007,41.0329354584500976
332,Bahçelievler Devlet Hastanesi Yanı Katlı Otoparkı 1,Bahçelievler Devlet Hastanesi Yanı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,740,24 Saat,BAHÇELİEVLER,28.8438658940414001,41.0075606625217972
333,Kadıköy Sahil Açık Otoparkı 1,Kadıköy Sahil Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,50,24 Saat,KADIKÖY,29.0218351577221014,40.9911774680410019
334,Bahçelievler Soğanlı Zemin Altı Otoparkı 1,Bahçelievler Soğanlı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,663,24 Saat,BAHÇELİEVLER,28.8579412116646985,41.015353931224503
335,Avcılar Mustafa Kemalpaşa Metrobüs Durağı  yanı Yol üstü Otoparkı,Avcılar Mustafa Kemalpaşa Metrobüs Durağı  yanı Yol üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,44,08:00-19:00,AVCILAR,-99,-99
336,Beyoğlu Gazhane Bostan Sokak 2,Beyoğlu Gazhane Bostan Soka,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,BEYOĞLU,28.9894114900950015,41.0383193212250035
337,Çekmeköy Mimar Sinan Caddesi 4,Çekmeköy Mimar Sinan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-19:00,ÇEKMEKÖY,29.1763905167864017,41.032709574950502
338,Şakayık Sokak 4,Şişli Şakayık Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ŞİŞLİ,28.9933492574670986,41.0519613218584993
339,Beyoğlu İnönü Caddesi 7,İnönü Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-20:00,BEYOĞLU,28.9874364451638016,41.035489855098497
340,Prof. Dr.Orhan Ersek Sokak 3,Prof. Dr.Orhan Ersek Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9947635740991991,41.0515334666082978
341,Abide-i Hürriyet Caddesi 5,Abide-i Hürriyet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9872879133204009,41.0612366646500035
342,Abide-i Hürriyet Caddesi 6,Abide-i Hürriyet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9871193443690984,41.0606066510135008
343,Ihlamur Dere Caddesi 2,Ihlamur Dere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-19:00,BEŞİKTAŞ,29.0030306876818003,41.0444391236135999
344,Bağlantı Yolu 2,Levent Bağlantı Yol,YOL ÜSTÜ,YOL ÜSTÜ,120,06:45-18:00,BEŞİKTAŞ,29.0124767466165991,41.0802186957629019
345,Adliye Önü 1,Levent Adliye Ön,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-17:00,ŞİŞLİ,29.0114920399817997,41.0799491877853029
346,Gedikpaşa Açık Otoparkı,Gedikpaşa Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,175,24 Saat,FATİH,28.9636475517086005,41.0072920884186018
347,Karaköy Balıkçılar Önü,Beyoğlu Balıkçılar Ön,AÇIK OTOPARK,AÇIK OTOPARK,70,08:00-22:00,BEYOĞLU,28.9741247551725003,41.0220007012851013
348,Poyraz Yol Üstü 4,Poyraz Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,KADIKÖY,29.0405062252606001,40.9930658458139021
349,Ataşehir Bulvarı 1,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,ATAŞEHİR,29.1192117333411993,40.9925423959335973
350,Ataşehir Bulvarı 8,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-18:00,ATAŞEHİR,29.126134514808701,40.9926942345984031
351,Mid Point Önü,Bebek Sahil Yol,YOL ÜSTÜ,YOL ÜSTÜ,29,08:00-23:00,BEŞİKTAŞ,29.0526939406176012,41.0803494588543998
352,Aşiyan 1,Bebek Sahil Yol,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-23:00,BEŞİKTAŞ,29.0558047593186011,41.0818558368020987
353,Küçük Bebek,Bebek Sahil Yol,YOL ÜSTÜ,YOL ÜSTÜ,17,08:00-00:00,BEŞİKTAŞ,29.0495469174869996,41.0796940097817966
354,Migros Önü,Bebek Arnavutköy Caddes,YOL ÜSTÜ,YOL ÜSTÜ,11,08:00-00:00,BEŞİKTAŞ,29.044903066854399,41.0722221852389993
355,Kabataş Set Üstü 2,Kabataş Setüst,YOL ÜSTÜ,YOL ÜSTÜ,80,08:00-18:00,BEYOĞLU,28.9932263878752998,41.0355090939263007
356,İmç Önü 1,İm,YOL ÜSTÜ,YOL ÜSTÜ,28,08:30-18:30,FATİH,28.9568744398885016,41.0171314951944979
357,Atatürk Bulvarı 1,Atatürk Bulvarı ,YOL ÜSTÜ,YOL ÜSTÜ,18,07:30-18:30,FATİH,28.9535382991555004,41.0112914996692979
358,Ataşehir Bulvarı 13,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ATAŞEHİR,29.1276636706576006,40.9930909318858028
359,Hızır Külhani Sokak,Hızır Külhani Soka,YOL ÜSTÜ,YOL ÜSTÜ,26,08:00-18:00,FATİH,28.9604879156050998,41.0201996391893005
360,İstinye 1 ( Hastane Önü ),İstinye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,SARIYER,29.0552176166285001,41.1146198454958025
361,İstinye 6 ( Çocuk Parkı ),İstinye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,SARIYER,29.0601057493365005,41.1138205210160024
362,Yeniköy 1,Yeniköy Köybaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,11,08:00-18:00,SARIYER,29.0697847811822996,41.1272417424236991
363,Kireçburnu 3,Haydar Aliyev Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,09:00-20:00,SARIYER,29.0432715943783997,41.1505325211230968
364,Kireçburnu 4,Haydar Aliyev Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,09:00-20:00,SARIYER,29.0451022580013003,41.1489505244960014
365,Sarıyer Yeni Mahalle Caddesi 2,Sarıyer Yeni Mahalle Caddes,YOL ÜSTÜ,YOL ÜSTÜ,11,08:00-18:00,SARIYER,29.0571458406927015,41.1683574279245974
366,Prof.Cemil Birsel Yokuşu 2,Prof.Dr.Cemil Birsel Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-18:00,FATİH,28.9669846680079992,41.0178777370334018
367,Ragıp Gümüşpala Otobüs Parkı 1,Ragıp Gümüşpala Caddesi (Otobüs Parkı,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-18:00,FATİH,28.9659351292733014,41.019148503706802
368,Yalı Köşkü Caddesi 3,Yalı Köşkü Caddes,YOL ÜSTÜ,YOL ÜSTÜ,100,07:00-22:00,FATİH,28.9748812096850017,41.0162466134027994
369,Kartal Hürriyet Caddesi 5,Kartal Hürriyet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,KARTAL,29.1897473088794008,40.8892287355551005
370,Şehit Mithat Yılmaz caddesi 1,Şehit Mithat Yılmaz caddes,YOL ÜSTÜ,YOL ÜSTÜ,16,08:00-18:00,SARIYER,29.0562210057433994,41.1684967829079014
371,Beşiktaş Kadastro Önü 1,Beşiktaş Kadastro Ön,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,BEŞİKTAŞ,29.0076809868127015,41.050337007292903
372,Ptt Önü 1,Kadiköy Rıhtım Ptt Ön,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-23:00,KADIKÖY,29.0218714396602984,40.9895526989773984
373,Ptt Önü 2,Kadiköy Rıhtım Ptt Ön,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-23:00,KADIKÖY,29.0220790891938982,40.9897455795631984
374,Misbah Sokak 2,Misbah Soka,YOL ÜSTÜ,YOL ÜSTÜ,21,08:00-23:00,KADIKÖY,29.0226187709134003,40.9889517661482969
375,Dr.Adnan Adıvar Caddesi,Dr.Adnan Adıvar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,15,08:00-18:00,FATİH,28.9453142465176008,41.0082714239796999
376,Ataşehir Bulvarı 16,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ATAŞEHİR,29.1270089149474991,40.9916657738708992
377,Fevzipaşa Caddesi 16,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9460944396040993,41.0212281492918009
378,Fevzipaşa Caddesi 18,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9441623852089016,41.0226581030482009
379,Arap Camii Açık Otoparkı,Arap Camii Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,30,08:00-18:00,BEYOĞLU,28.9723189204819995,41.022650273499103
380,19 Mayıs Caddesi 4,19 Mayıs Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-19:00,PENDİK,29.2317049497702008,40.8773561202221032
381,Bebek Açık,Bebek Açı,AÇIK OTOPARK,AÇIK OTOPARK,35,24 Saat,BEŞİKTAŞ,29.0434974035412985,41.0768657533187991
382,Küçük Çamlıca,Küçük Çamlıc,AÇIK OTOPARK,AÇIK OTOPARK,80,07:00-22:00,ÜSKÜDAR,29.0660661745633,41.0204396264325979
383,Akdeniz Caddesi 1,Akdeniz Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,FATİH,28.9428804306775014,41.0169754516483991
384,Dumlupınar Caddesi 5,Dumlupınar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,09:00-19:00,BAHÇELİEVLER,28.8401277755686998,40.9923047206350972
385,Dumlupınar Caddesi 8,Dumlupınar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,60,09:00-19:00,BAHÇELİEVLER,28.8428014033612996,40.9921183451896027
386,Zeytinburnu 58. Bulvar 5,Zeytinburnu 58. Bulva,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-19:00,ZEYTİNBURNU,28.9036999624106983,40.9907770798343023
387,Bayrampaşa Numunebağı Caddesi 6,Bayrampaşa Numunebağı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAYRAMPAŞA,28.9127101404422007,41.0351621954738022
388,Eyüp Pierloti Caddesi 1,Eyüp Pierloti Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-00:00,EYÜP,28.9330016712335016,41.054155294107602
389,Salih Paşa Caddesi 5,Salih Paşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,GAZİOSMANPAŞA,28.9106710816922003,41.0546931123353005
390,Kasım Sokak 4,Güngören Kasım Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,GÜNGÖREN,28.8884969630552995,41.0096961201846
391,Sabancı Öğretmen Evi Önü 2,Sabancı Öğretmen Evi Ön,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-20:00,BEYKOZ,29.0655296671000016,41.079681057285903
392,Sabancı Öğretmen Evi Önü 5,Sabancı Öğretmen Evi Ön,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-20:00,BEYKOZ,29.066995123730301,41.0811701377321015
393,Yeşilköy Marina 5,Yeşilköy Marin,YOL ÜSTÜ,YOL ÜSTÜ,150,08:00-00:00,BAKIRKÖY,28.8215463493894006,40.9559679050793974
394,Yeşilköy İstanbul Caddesi 1,Yeşilköy İstanbul Caddes,YOL ÜSTÜ,YOL ÜSTÜ,33,08:00-18:00,BAKIRKÖY,28.8347753164507985,40.9591366124615988
395,Röne Park Önü 1,Röne Park Ön,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-00:00,BAKIRKÖY,28.8320057062455994,40.957746816546603
396,Atatürk Caddesi 5,Silivri Atatürk Caddes,YOL ÜSTÜ,YOL ÜSTÜ,90,09:00-23:00,SİLİVRİ,28.2437775310631984,41.0728908985170023
397,Bakırköy Açık Otoparkı 2,Bakırköy Açı,AÇIK OTOPARK,AÇIK OTOPARK,40,24 Saat,BAKIRKÖY,28.8756888962706988,40.9833651460066974
398,Emirgan Korusu,Emirgan Korus,AÇIK OTOPARK,AÇIK OTOPARK,300,06:00-23:00,SARIYER,29.0528048310173013,41.108572176351899
399,Yıldız Korusu,Yıldız Korus,AÇIK OTOPARK,AÇIK OTOPARK,500,08:00-21:00,BEŞİKTAŞ,29.0151175016762011,41.0479460489626007
400,Balmumcu Açık,Balmumcu Açı,AÇIK OTOPARK,AÇIK OTOPARK,140,24 Saat,BEŞİKTAŞ,29.0106517214342006,41.0620415953330991
401,Cihangir Katlı Otoparkı,Cihangir Katl,KAPALI OTOPARK,KAPALI OTOPARK,350,24 Saat,BEYOĞLU,28.9858067091949003,41.031848812571198
402,Feshane P+R Açık Otoparkı,Feshane P+R Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,24 Saat,EYÜP,28.9376096544913999,41.0463266665969968
403,Merter Metro P+R,Merter Metro P+,AÇIK OTOPARK,AÇIK OTOPARK,300,07:00-23:00,GÜNGÖREN,28.8957323177918006,41.007335531114002
404,Kutlugün Sokak 2,Kutlugün Soka,YOL ÜSTÜ,YOL ÜSTÜ,200,08:00-02:00,FATİH,28.9801221695723008,41.0060662554232991
